rowid,st_delivname,kepid,tm_designation,ra,dec,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,dens,dens_err1,dens_err2,prov_sec,nconfp,nkoi,ntce,st_quarters,st_vet_date,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,datalink_dvr
1247,q1_q12_stellar,11521793,2MASS J19521624+4924453,298.067688,49.412601,13.77,6001,92,-92,Pinsonneault,4.388,0.208,-0.208,Pinsonneault,-0.2,0,0,Pinsonneault,1.063,0.412,-0.412,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,0.025,12.292,0.023,12.223,0.025,011/011521/011521793/dv/kplr011521793-20121029204534_dvr.pdf
1248,q1_q17_dr24_stellar,11521793,2MASS J19521624+4924453,298.067688,49.412601,13.77,5857,106,-125,SPE58,4.204,0.134,-0.103,SPE58,-0.04,0.14,-0.14,SPE58,1.305,0.198,-0.202,0.99,0.08,-0.08,0.6293,0.3793,-0.1973,DSEP,2,2,2,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,124.813,109.825,102.83,94.171,89.041,80.001,76.407,70.898,65.111,60.435,57.433,54.69,54.138,51.193,12.59,0.025,12.292,0.023,12.223,0.025,011/011521/011521793/dv/kplr011521793-20141002224145_dvr.pdf
1249,q1_q17_dr24_stellar,11547513,2MASS J18585736+4935542,284.739044,49.5984,12.324,5923,111,-122,SPE59,4.377,0.088,-0.141,SPE59,-0.14,0.16,-0.16,SPE59,1.054,0.189,-0.104,0.97,0.07,-0.07,1.161,0.4069,-0.4473,DSEP,2,2,2,11111110111011100,2015-01-15,0.6983,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,61.217,55.898,54.042,51.224,49.662,46.585,45.333,44.085,42.7,41.981,41.588,41.518,41.599,42.325,11.26,0.024,10.984,0.015,10.951,0.019,011/011547/011547513/dv/kplr011547513-20141002224145_dvr.pdf
1250,q1_q12_stellar,11547513,2MASS J18585736+4935542,284.739044,49.5984,12.324,5780,,,Solar,4.438,,,Solar,0,,,Solar,1,,,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.26,0.024,10.984,0.015,10.951,0.019,011/011547/011547513/dv/kplr011547513-20121029204534_dvr.pdf
1251,q1_q16_stellar,11547513,2MASS J18585736+4935542,284.739044,49.5984,12.324,6068,167,-231,PHO54,4.167,0.202,-0.292,PHO54,0.22,0.16,-0.28,PHO54,1.533,0.796,-0.416,1.26,0.24,-0.25,0.4934,0.5726,-0.3275,DSEP,2,2,2,11111110111011100,2013-12-03,0.7434,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,53.729,49.505,46.578,44.257,42.544,40.193,39.433,38.201,36.881,35.91,35.538,35.288,35.214,35.206,11.26,0.024,10.984,0.015,10.951,0.019,011/011547/011547513/dv/kplr011547513-20130815195353_dvr.pdf
1252,q1_q17_dr24_stellar,11551692,2MASS J19102533+4931237,287.605591,49.523258,12.231,4905,107,-90,SPE59,4.597,0.016,-0.054,SPE59,0.06,0.16,-0.16,SPE59,0.743,0.053,-0.027,0.8,0.04,-0.05,2.73,0.1996,-0.4638,DSEP,1,3,3,11111110111011100,2015-01-15,0.6974,1459.789,7.155,7.202,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,90.315,90.252,94.228,96.023,98.72,100.166,100.012,100.785,103.591,107.042,111.891,116.727,118.533,129.731,10.641,0.022,10.161,0.028,10.062,0.023,011/011551/011551692/dv/kplr011551692-20141002224145_dvr.pdf
1253,q1_q12_stellar,11551692,2MASS J19102533+4931237,287.605591,49.523258,12.231,4888,52,-52,Pinsonneault,3.615,0.18,-0.18,Pinsonneault,-0.2,0,0,Pinsonneault,2.475,0.72,-0.72,,,,,,,,1,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.641,0.022,10.161,0.028,10.062,0.023,011/011551/011551692/dv/kplr011551692-20121029204534_dvr.pdf
1254,q1_q16_stellar,11551692,2MASS J19102533+4931237,287.605591,49.523258,12.231,4987,93,-102,SPE18,4.586,0.014,-0.053,SPE18,0.12,0.14,-0.16,SPE18,0.768,0.048,-0.029,0.83,0.03,-0.06,2.578,0.1893,-0.4144,DSEP,1,3,4,11111110111011100,2013-12-03,0.7421,1339.474,7.1,7.689,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,68.255,66.202,65.178,64.681,63.682,62.323,62.089,62.563,63.255,63.864,64.515,65.403,65.625,66.215,10.641,0.022,10.161,0.028,10.062,0.023,011/011551/011551692/dv/kplr011551692-20130815195353_dvr.pdf
1255,q1_q12_stellar,11554435,2MASS J19165428+4932535,289.226166,49.548199,11.582,5656,77,-77,Pinsonneault,4.404,0.29,-0.29,Pinsonneault,-0.2,0,0,Pinsonneault,0.979,0.648,-0.648,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.399,0.022,10.096,0.027,9.997,0.022,011/011554/011554435/dv/kplr011554435-20121029204534_dvr.pdf
1256,q1_q17_dr24_stellar,11554435,2MASS J19165428+4932535,289.226166,49.548199,11.582,5578,101,-109,SPE63,4.518,0.028,-0.149,SPE63,0.04,0.16,-0.16,SPE63,0.886,0.164,-0.041,0.94,0.05,-0.06,1.911,0.2188,-0.761,DSEP,1,1,1,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,8.075,7.101,7.831,7.1,7.1,7.1,7.1,7.1,7.1,7.1,59.169,59.889,63.832,66.647,70.029,73.781,75.231,78.672,85.069,91.479,97.671,105.129,107.814,124.185,10.399,0.022,10.096,0.027,9.997,0.022,011/011554/011554435/dv/kplr011554435-20141002224145_dvr.pdf
1257,q1_q16_stellar,11554435,2MASS J19165428+4932535,289.226166,49.548199,11.582,5650,98,-113,SPE3,4.551,0.011,-0.108,SPE3,0.07,0.14,-0.13,SPE3,0.876,0.117,-0.027,0.99,0.03,-0.06,2.083,0.1143,-0.6454,DSEP,1,1,1,11111111111111100,2013-12-03,0.879,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,47.723,46.724,46.589,46.724,46.585,46.707,47.059,47.983,48.672,48.98,49.412,49.845,49.897,49.746,10.399,0.022,10.096,0.027,9.997,0.022,011/011554/011554435/dv/kplr011554435-20130815195353_dvr.pdf
1258,q1_q17_dr24_stellar,11560897,2MASS J19311407+4934460,292.808655,49.579441,13.848,5831,104,-127,SPE12,4.267,0.124,-0.12,SPE12,0.1,0.12,-0.14,SPE12,1.238,0.225,-0.174,1.03,0.09,-0.07,0.767,0.4176,-0.2719,DSEP,2,2,2,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,108.428,95.408,89.237,82.336,78.133,70.625,67.367,62.586,57.201,53.514,50.784,48.578,47.973,44.996,12.743,0.02,12.486,0.023,12.391,0.029,011/011560/011560897/dv/kplr011560897-20141002224145_dvr.pdf
1259,q1_q12_stellar,11560897,2MASS J19311407+4934460,292.808655,49.579441,13.848,6242,83,-83,Pinsonneault,4.354,0.172,-0.172,Pinsonneault,-0.2,0,0,Pinsonneault,1.156,0.398,-0.398,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.743,0.02,12.486,0.023,12.391,0.029,011/011560/011560897/dv/kplr011560897-20121029204534_dvr.pdf
1260,q1_q16_stellar,11560897,2MASS J19311407+4934460,292.808655,49.579441,13.848,5831,104,-127,SPE12,4.267,0.124,-0.12,SPE12,0.1,0.12,-0.14,SPE12,1.238,0.225,-0.174,1.03,0.09,-0.07,0.767,0.4176,-0.2719,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,96.2,85.1,76.986,71.522,66.912,60.456,58.179,54.134,49.497,46.48,44.15,42.277,41.672,39.273,12.743,0.02,12.486,0.023,12.391,0.029,011/011560/011560897/dv/kplr011560897-20130815195353_dvr.pdf
1261,q1_q12_stellar,11600889,2MASS J19040872+4936522,286.036346,49.61451,12.521,5569,91,-91,Pinsonneault,4.333,0.258,-0.258,Pinsonneault,-0.2,0,0,Pinsonneault,1.043,0.491,-0.491,,,,,,,,2,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.332,0.024,10.983,0.028,10.911,0.023,011/011600/011600889/dv/kplr011600889-20121029204534_dvr.pdf
1262,q1_q17_dr24_stellar,11600889,2MASS J19040872+4936522,286.036346,49.61451,12.521,5475,96,-102,SPE61,4.426,0.069,-0.132,SPE61,0.34,0.1,-0.1,SPE61,1.003,0.161,-0.081,0.98,0.04,-0.06,1.364,0.3685,-0.4962,DSEP,2,1,1,11111110111011100,2015-01-15,0.6984,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,65.866,59.863,57.455,54.051,52.011,48.07,46.562,44.322,42.076,40.344,39.277,38.886,38.789,38.862,11.332,0.024,10.983,0.028,10.911,0.023,011/011600/011600889/dv/kplr011600889-20141002224145_dvr.pdf
1263,q1_q16_stellar,11600889,2MASS J19040872+4936522,286.036346,49.61451,12.521,5626,92,-124,SPE18,4.404,0.062,-0.154,SPE18,0.44,0.04,-0.16,SPE18,1.067,0.209,-0.086,1.05,0.08,-0.06,1.22,0.308,-0.5026,DSEP,2,1,1,11111110111011100,2013-12-03,0.7436,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,58.497,53.689,49.967,47.089,44.855,41.715,40.569,38.767,36.627,35.27,34.705,34.224,34.053,33.906,11.332,0.024,10.983,0.028,10.911,0.023,011/011600/011600889/dv/kplr011600889-20130815195353_dvr.pdf
1264,q1_q12_stellar,11601584,2MASS J19055315+4938564,286.471466,49.649021,14.122,5322,78,-78,Pinsonneault,4.618,0.359,-0.359,Pinsonneault,-0.2,0,0,Pinsonneault,0.75,0.683,-0.683,,,,,,,,2,4,4,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.783,0.027,12.337,0.031,12.291,0.025,011/011601/011601584/dv/kplr011601584-20121029204534_dvr.pdf
1265,q1_q16_stellar,11601584,2MASS J19055315+4938564,286.471466,49.649021,14.122,5355,171,-138,PHO1,4.581,0.024,-0.204,KIC0,0,0.26,-0.26,KIC0,0.803,0.252,-0.058,0.9,0.07,-0.09,2.45,0.3343,-1.282,DSEP,2,4,4,11111110111011100,2013-12-03,0.7436,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,125.521,111.445,101.609,94.352,88.664,80.258,77.075,71.997,66.114,61.906,58.461,55.894,55.123,51.631,12.783,0.027,12.337,0.031,12.291,0.025,011/011601/011601584/dv/kplr011601584-20130815195353_dvr.pdf
1266,q1_q17_dr24_stellar,11601584,2MASS J19055315+4938564,286.471466,49.649021,14.122,5191,111,-95,SPE58,4.53,0.039,-0.066,SPE58,0.08,0.16,-0.16,SPE58,0.826,0.072,-0.04,0.84,0.05,-0.04,2.106,0.2942,-0.4375,DSEP,2,4,4,11111110111011100,2015-01-15,0.6985,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,142.075,125.685,118.378,109.834,104.024,94.46,90.203,84.511,78.203,72.788,68.721,65.542,64.606,60.691,12.783,0.027,12.337,0.031,12.291,0.025,011/011601/011601584/dv/kplr011601584-20141002224145_dvr.pdf
1267,q1_q16_stellar,11669239,2MASS J19421712+4946285,295.57135,49.774578,14.35,5735,159,-148,PHO1,4.356,0.143,-0.235,KIC0,-0.2,0.3,-0.24,KIC0,1.028,0.369,-0.164,0.88,0.13,-0.06,1.135,0.7283,-0.6497,DSEP,2,2,2,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,139.573,122.951,111.015,102.479,94.996,84.975,81.079,74.878,67.609,62.358,58.108,54.942,54.079,49.766,13.057,0.022,12.696,0.024,12.685,0.028,011/011669/011669239/dv/kplr011669239-20130815195353_dvr.pdf
1268,q1_q12_stellar,11669239,2MASS J19421712+4946285,295.57135,49.774578,14.35,5731,85,-85,Pinsonneault,4.366,0.243,-0.243,Pinsonneault,-0.2,0,0,Pinsonneault,1.036,0.474,-0.474,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.057,0.022,12.696,0.024,12.685,0.028,011/011669/011669239/dv/kplr011669239-20121029204534_dvr.pdf
1269,q1_q17_dr24_stellar,11669239,2MASS J19421712+4946285,295.57135,49.774578,14.35,5735,159,-148,PHO1,4.356,0.143,-0.235,KIC0,-0.2,0.3,-0.24,KIC0,1.028,0.369,-0.164,0.88,0.13,-0.07,1.135,0.7283,-0.6497,DSEP,2,2,2,11111111111111100,2015-01-15,0.8749,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,155.564,136.895,127.626,117.345,110.855,99.364,94.632,87.704,79.294,73.339,68.626,64.978,63.957,58.804,13.057,0.022,12.696,0.024,12.685,0.028,011/011669/011669239/dv/kplr011669239-20141002224145_dvr.pdf
1270,q1_q16_stellar,11709124,2MASS J19190732+4953475,289.780518,49.89653,14.534,5937,162,-155,PHO1,4.559,0.03,-0.297,KIC0,-0.4,0.28,-0.28,KIC0,0.832,0.35,-0.062,0.92,0.1,-0.1,2.238,0.3477,-1.44,DSEP,2,6,6,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,177.649,158.55,144.504,134.424,125.625,113.829,109.283,101.982,94.451,88.702,84.449,81.59,80.631,75.999,13.389,0.025,13.089,0.036,12.986,0.029,011/011709/011709124/dv/kplr011709124-20130815195353_dvr.pdf
1271,q1_q17_dr24_stellar,11709124,2MASS J19190732+4953475,289.780518,49.89653,14.534,5688,108,-101,SPE58,4.415,0.087,-0.146,SPE58,-0.12,0.16,-0.16,SPE58,0.971,0.188,-0.09,0.9,0.07,-0.05,1.377,0.465,-0.5512,DSEP,2,6,6,11111111111111100,2015-01-15,0.8755,1459.789,7.1,7.1,7.1,8.173,8.432,7.765,7.424,7.201,7.1,7.1,7.1,8.198,7.1,7.1,195.338,172.862,162.947,150.765,143.505,130.142,124.342,115.37,105.967,98.404,93.383,89.83,88.945,84.603,13.389,0.025,13.089,0.036,12.986,0.029,011/011709/011709124/dv/kplr011709124-20141002224145_dvr.pdf
1272,q1_q12_stellar,11709124,2MASS J19190732+4953475,289.780518,49.89653,14.534,5991,82,-82,Pinsonneault,4.513,0.177,-0.177,Pinsonneault,-0.2,0,0,Pinsonneault,0.932,0.289,-0.289,,,,,,,,2,6,5,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.389,0.025,13.089,0.036,12.986,0.029,011/011709/011709124/dv/kplr011709124-20121029204534_dvr.pdf
1273,q1_q17_dr24_stellar,11709244,2MASS J19192050+4949322,289.835419,49.82563,15.009,5749,166,-152,PHO1,4.404,0.107,-0.25,KIC0,-0.18,0.28,-0.26,KIC0,0.982,0.37,-0.13,0.89,0.13,-0.07,1.325,0.6164,-0.7837,DSEP,3,3,3,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,284.131,262.663,255.169,241.453,234.932,223.729,216.835,209.838,202.096,198.558,199.387,201.169,202.189,207.603,13.806,0.03,13.4,0.031,13.351,0.035,011/011709/011709244/dv/kplr011709244-20141002224145_dvr.pdf
1274,q1_q12_stellar,11709244,2MASS J19192050+4949322,289.835419,49.82563,15.009,5747,95,-95,Pinsonneault,4.404,0.219,-0.219,Pinsonneault,-0.2,0,0,Pinsonneault,0.996,0.363,-0.363,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.806,0.03,13.4,0.031,13.351,0.035,011/011709/011709244/dv/kplr011709244-20121029204534_dvr.pdf
1275,q1_q16_stellar,11709244,2MASS J19192050+4949322,289.835419,49.82563,15.009,5749,166,-152,PHO1,4.404,0.107,-0.25,KIC0,-0.18,0.28,-0.26,KIC0,0.982,0.37,-0.13,0.89,0.13,-0.07,1.325,0.6164,-0.7837,DSEP,3,3,3,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,259.931,240.345,225.577,215.382,205.953,191.94,187.551,181.725,175.691,172.709,171.796,172.204,172.403,175.782,13.806,0.03,13.4,0.031,13.351,0.035,011/011709/011709244/dv/kplr011709244-20130815195353_dvr.pdf
1276,q1_q12_stellar,11754553,2MASS J19065712+4958327,286.738037,49.97575,15.095,4222,65,-65,Pinsonneault,4.721,0.012,-0.012,Pinsonneault,-0.2,0,0,Pinsonneault,0.548,0.01,-0.01,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.153,0.025,12.507,0.032,12.36,0.027,011/011754/011754553/dv/kplr011754553-20121029204534_dvr.pdf
1277,q1_q17_dr24_stellar,11754553,2MASS J19065712+4958327,286.738037,49.97575,15.095,4117,92,-78,SPE60,4.659,0.033,-0.024,SPE60,0.04,0.14,-0.14,SPE60,0.615,0.028,-0.034,0.63,0.03,-0.03,3.807,0.5205,-0.3543,DSEP,3,3,3,11111110111011100,2015-01-15,0.6987,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,325.679,295.332,283.756,265.864,255.425,238.772,231.501,222.389,213.044,207.413,205.356,205.4,205.968,208.782,13.153,0.025,12.507,0.032,12.36,0.027,011/011754/011754553/dv/kplr011754553-20141002224145_dvr.pdf
1278,q1_q16_stellar,11754553,2MASS J19065712+4958327,286.738037,49.97575,15.095,3898,177,-77,SPE5,4.721,0.078,-0.078,SPE5,-0.09,0.12,-0.12,SPE5,0.54,0.07,-0.07,0.56,0.07,-0.07,5.009,2.046,-2.046,DSEP5,3,3,3,11111110111011100,2013-12-03,0.7435,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,303.742,277.098,258.26,244.077,232.251,217.11,211.808,202.819,195.061,192.168,190.439,191.285,191.354,193.016,13.153,0.025,12.507,0.032,12.36,0.027,011/011754/011754553/dv/kplr011754553-20130815195353_dvr.pdf
1279,q1_q12_stellar,11757451,2MASS J19142653+4958070,288.610535,49.968632,15.891,4857,81,-81,Pinsonneault,4.679,0.025,-0.025,Pinsonneault,-0.2,0,0,Pinsonneault,0.65,0.022,-0.022,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.365,0.036,13.802,0.036,13.815,0.045,011/011757/011757451/dv/kplr011757451-20121029204534_dvr.pdf
1280,q1_q16_stellar,11757451,2MASS J19142653+4958070,288.610535,49.968632,15.891,4907,160,-130,PHO1,4.599,0.029,-0.072,KIC0,0.04,0.28,-0.28,KIC0,0.739,0.086,-0.054,0.79,0.07,-0.07,2.755,0.4169,-0.6503,DSEP,1,1,1,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,482.11,424.492,382.452,352.135,328.402,290.828,277.325,255.03,231.562,215.043,202.805,192.972,189.594,172.893,14.365,0.036,13.802,0.036,13.815,0.045,011/011757/011757451/dv/kplr011757451-20130815195353_dvr.pdf
1281,q1_q17_dr24_stellar,11757451,2MASS J19142653+4958070,288.610535,49.968632,15.891,4907,160,-130,PHO1,4.599,0.029,-0.072,KIC0,0.04,0.28,-0.28,KIC0,0.739,0.086,-0.054,0.79,0.07,-0.07,2.755,0.4169,-0.6503,DSEP,1,1,1,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,495.841,434.421,404.68,369.555,348.027,311.37,296.231,273.446,247.527,228.849,214.34,203.198,200.019,183.531,14.365,0.036,13.802,0.036,13.815,0.045,011/011757/011757451/dv/kplr011757451-20141002224145_dvr.pdf
1282,q1_q16_stellar,11773022,2MASS J19455514+4956156,296.479767,49.937679,14.669,6046,149,-197,PHO1,4.486,0.044,-0.29,KIC0,-0.08,0.22,-0.3,KIC0,0.972,0.392,-0.089,1.05,0.17,-0.14,1.615,0.3532,-1.022,DSEP,3,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,210.628,193.367,181.768,173.838,167.627,159.635,157.03,153.606,151.486,152.108,154.005,155.978,156.679,160.423,13.562,0.023,13.219,0.023,13.197,0.037,011/011773/011773022/dv/kplr011773022-20130815195353_dvr.pdf
1283,q1_q17_dr24_stellar,11773022,2MASS J19455514+4956156,296.479767,49.937679,14.669,6046,149,-197,PHO1,4.486,0.044,-0.29,KIC0,-0.08,0.22,-0.3,KIC0,0.972,0.392,-0.089,1.05,0.17,-0.14,1.615,0.3532,-1.022,DSEP,3,3,3,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,237.955,218.171,213.117,203.673,198.612,189.862,186.4,183.166,181.983,183.657,187.922,194.18,196.752,210.657,13.562,0.023,13.219,0.023,13.197,0.037,011/011773/011773022/dv/kplr011773022-20141002224145_dvr.pdf
1284,q1_q12_stellar,11773022,2MASS J19455514+4956156,296.479767,49.937679,14.669,6023,112,-112,Pinsonneault,4.507,0.242,-0.242,Pinsonneault,-0.2,0,0,Pinsonneault,0.943,0.501,-0.501,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.562,0.023,13.219,0.023,13.197,0.037,011/011773/011773022/dv/kplr011773022-20121029204534_dvr.pdf
1285,q1_q12_stellar,11774991,2MASS J19491018+4958538,297.292419,49.981628,12.879,4738,68,-68,Pinsonneault,4.637,0.02,-0.02,Pinsonneault,-0.2,0,0,Pinsonneault,0.654,0.017,-0.017,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.243,0.024,10.752,0.017,10.674,0.014,011/011774/011774991/dv/kplr011774991-20121029204534_dvr.pdf
1286,q1_q16_stellar,11774991,2MASS J19491018+4958538,297.292419,49.981628,12.879,4722,91,-97,SPE12,4.607,0.014,-0.042,SPE12,0.07,0.15,-0.15,SPE12,0.718,0.042,-0.025,0.76,0.03,-0.04,2.893,0.1874,-0.3961,DSEP,2,2,2,11111111111111100,2013-12-03,0.8789,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,76.922,70.874,66.849,64.244,61.93,59.082,58.336,57.206,56.603,56.67,57.162,57.385,57.52,58.22,11.243,0.024,10.752,0.017,10.674,0.014,011/011774/011774991/dv/kplr011774991-20130815195353_dvr.pdf
1287,q1_q17_dr24_stellar,11774991,2MASS J19491018+4958538,297.292419,49.981628,12.879,4852,98,-99,SPE59,4.612,0.016,-0.052,SPE59,-0.02,0.16,-0.16,SPE59,0.718,0.051,-0.027,0.77,0.03,-0.05,2.929,0.2223,-0.4924,DSEP,2,2,2,11111111111111100,2015-01-15,0.8748,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,86.233,78.922,76.845,73.48,72.23,69.255,68.055,66.912,66.937,67.259,68.402,70.06,70.763,74.919,11.243,0.024,10.752,0.017,10.674,0.014,011/011774/011774991/dv/kplr011774991-20141002224145_dvr.pdf
1288,q1_q16_stellar,11804465,2MASS J19045842+5002253,286.243439,50.040379,13.438,5953,105,-123,SPE26,4.175,0.14,-0.131,SPE26,0.08,0.13,-0.14,SPE26,1.415,0.305,-0.243,1.09,0.13,-0.09,0.543,0.3575,-0.2118,DSEP,1,1,1,11111110111011100,2013-12-03,0.7371,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,89.903,79.774,72.784,67.599,63.46,57.597,55.333,51.55,47.38,44.371,41.848,39.74,39.263,36.681,12.406,0.026,12.107,0.031,12.066,0.023,011/011804/011804465/dv/kplr011804465-20130815195353_dvr.pdf
1289,q1_q17_dr24_stellar,11804465,2MASS J19045842+5002253,286.243439,50.040379,13.438,5953,105,-123,SPE26,4.175,0.14,-0.131,SPE26,0.08,0.13,-0.14,SPE26,1.415,0.305,-0.243,1.09,0.13,-0.09,0.543,0.3575,-0.2118,DSEP,1,1,1,11111110111011100,2015-01-15,0.6942,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,108.708,96.948,91.726,84.833,80.85,74.272,71.347,67.326,62.457,58.317,54.998,52.593,51.86,48.845,12.406,0.026,12.107,0.031,12.066,0.023,011/011804/011804465/dv/kplr011804465-20141002224145_dvr.pdf
1290,q1_q12_stellar,11804465,2MASS J19045842+5002253,286.243439,50.040379,13.438,6282,84,-84,Pinsonneault,4.445,0.15,-0.15,Pinsonneault,-0.2,0,0,Pinsonneault,1.054,0.374,-0.374,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.406,0.026,12.107,0.031,12.066,0.023,011/011804/011804465/dv/kplr011804465-20121029204534_dvr.pdf
1291,q1_q17_dr24_stellar,11807274,2MASS J19122420+5002013,288.100861,50.033718,10.421,6225,75,-75,SPE8,4.138,0.026,-0.026,AST8,0,0.08,-0.08,SPE8,1.584,0.031,-0.031,1.26,0.07,-0.07,0.441,0.004,-0.004,MULT8,2,2,2,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,33.961,31.613,31.053,30.018,29.667,28.898,28.65,28.711,29.306,30.133,31.243,32.541,33.028,35.819,9.518,0.026,9.25,0.031,9.197,0.019,011/011807/011807274/dv/kplr011807274-20141002224145_dvr.pdf
